Code,Name,Native,Lifeform
ABPA3,Abutilon parvulum,Native,Forb
ACASPP,Acalypha spp.,Native/Unknown,Forb
ACHY,Achnatherum hymenoides,Native,Grass
ACMI2,Achillea millefolium,Native/Unknown,Forb
ACMIS,Acmispon (Lotus),Native,Forb
ACNA2,Acourtia nana,Native,Forb
ALIN,Allionia incarnata,Native,Forb
AMASPP,Amaranthus spp.,Native/Unknown,Forb
AMBSPP,Ambrosia spp.,Native/Unknown,Forb
AMCH3,Ammocodon chenopodioides,Native,Forb
AMCO3,Ambrosia confertiflora,Native,Forb
AMCO3,Ambrosia confertiflora,Native,Grass
AMDE4,Ambrosia deltoidea,Native,Shrub
AMDU2,Ambrosia dumosa,Native,Shrub
AMMEI2,Amsinckia menziesii,Native,Forb
AMPA,Amaranthus palmeri,Native,Forb
AMSIN,Amsinckia,Native,Forb
AMTE3,Amsinckia tessellata,Native,Forb
AMTO3,Ambrosia tomentosa,Native,Forb
ANCR2,Anoda cristata,Native,Forb
ANOSPP,Anoda spp.,Native,Forb
ARAD,Aristida adscensionis,Native,Grass
ARAD,Aristida adscensionis,Native,Forb
ARFR4,Artemisia frigida,Native,Shrub
ARISPP,Aristida spp.,Native,Grass
ARNE2,Argythamnia neomexicana,Native,Forb
ARPU9,Aristida purpurea,Native,Grass
ARPUP6,Aristida purpurea,Native,Grass
ARSPP,Artemisia spp.,Native/Unknown,Shrub
ARTE3,Aristida ternipes,Native,Grass
ARWA,Aristolochia watsonii,Native,Forb
ASNU4,Astragalus nuttallianus,Native,Forb
ASNU5,Astragalus nuttallii,Introduced,Forb
ASTRAG,Astragalus spp.,Native/Unknown,Forb
ASTSPP,Astragalus spp.,Native/Unknown,Forb
ASTU,Asclepias tuberosa,Native,Forb
ATCA2,Atriplex canescens,Native,Shrub
ATCO,Atriplex confertifolia,Native,Shrub
ATSP,Atriplex spp.,Native/Unknown,Shrub
AVFA,Avena fatua,Introduced,Grass
BAAB,Bahia absinthifolia,Native,Forb
BAMU,Baileya multiradiata,Native,Forb
BOAR,Bouteloua aristidoides,Native,Grass
BOAR,Bouteloua aristoides,Native,Grass
BOBA2,Bouteloua barbata,Native,Grass
BOBAB3,Bouteloua barbata v. barbata,Native,Grass
BOCO,Boerhavia coccinea,Native,Forb
BOCU,Bouteloua curtipendula,Native,Grass
BOCU,Bouteloua curtipendula,Native,Forb
BOER,Bouteloua eriopoda,Native,Grass
BOER4,Bouteloua eriopoda,Native,Grass
BOERH2,Boerhavia,Native,Forb
BOGR2,Bouteloua gracilis,Native,Grass
BOIN,Boerhavia intermedia,Native,Forb
BOIN3,Bowlesia incana,Native,Forb
BORA,Bouteloua radicosa,Native,Grass
BORO2,Bouteloua rothrockii,Native,Grass
BOSI2,Bouteloua simplex,Native,Grass
BOSPP,local Bouteloua species,Native,Grass
BOSPP,local Bouteloua species,Native,Forb
BOUSPP,Bouteloua spp.,Native,Grass
BRASPP,Brassica spp. (likely DEPI),Native/Unknown,Forb
BRDI3,Bromus diandrus,Introduced,Grass
BRNI,Brassica nigra,Introduced,Forb
BRRU2,Bromus rubens,Introduced,Grass
BRTE,Bromus tectorum,Introduced,Grass
CACI2,Calandrinia ciliata,Native,Forb
CACLL,Camissonia claviformis,Native,Forb
CAEXE,Castilleja exserta,Native,Forb
CALSPP,Calandrinia spp.,Native,Forb
CANU3,Calochortus nuttallii,Native,Forb
CEME2,Centaurea melitensis,Introduced,Forb
CETE5,Ceratocephala testiculata,Introduced,Forb
CHAL11,Chamaesyce albomarginata,Native,Forb
CHAMA,Chamaesyce spp.,Native,Forb
CHASPP,Chaenactis spp.,Native,Forb
CHBR,Chorizanthe brevicornu,Native,Forb
CHCO2,Chamaesaracha coronopus,Native,Forb
CHEN,Unknown chenopod,Native/Unknown,Forb
CHER2,Chaetopappa ericoides,Native,Forb
CHESPP,Chenopodium spp.,Unknown,Forb
CHFR3,Chenopodium fremontii,Native,Forb
CHHY3,Chamaesyce hyssopifolia,Native,Forb
CHIN2,Chenopodium incanum,Native,Forb
CHPO12,Chamaesyce polycarpa,Native,Forb
CHTE2,Chorispora tenella,Introduced,Forb
CHVI4,Chloris virgata,Native,Grass
CHWA,Chenopodium watsonii,Native,Forb
CLESP,Cleome spp.,Native/Unknown,Forb
CLLU2,Cleome lutea,Native,Forb
COAU2,Corydalis aurea,Native,Forb
COCA5,Conyza canadensis,Native,Forb
COCA8,Coreopsis califonica,Native,Forb
COEQ,Convolvulus equitans,Native,Forb
CRAN4,Cryptantha angustifolia,Native,Forb
CRBA5,Cryptantha barbigera,Native,Forb
CRCO34,Crassula connata,Native,Forb
CRCR3,Cryptantha crassisepala,Native,Forb
CRPO5,Croton pottsii,Native,Forb
CRSE11,Croton setigerus,Native,Forb
CRYPT,Cryptantha spp.,Native,Forb
CRYSPP,Cryptantha spp.,Native,Forb
CYAC,Cymopterus acaulis,Native,Forb
DACA7,Dalea candida,Native,Forb
DAPU3,Daucus pusillus,Native,Forb
DAPU7,Dasyochloa pulchella,Native,Grass
DEPI,Descurainia pinnata,Native,Forb
DESO2,Descurainia sophia,Introduced,Forb
DICA14,Dichelostemma capitatum,Native,Forb
DICA8,Digitaria californica,Native,Forb
DICA8,Digitaria californica,Native,Grass
DRABA,Draba spp.,Native/Unknown,Forb
DRCU,Draba cuneifolia,Native,Forb
DRCUI,Draba cuneifolia,Native,Forb
ELEL5,Elymus elymoides,Native,Grass
ELSPP,Elymus spp.,Native/Unknown,Grass
ELTR7,Elymus trachycaulus,Native,Grass
ELWA2,Elymus wawawaiensis,Native,Grass
ENDE,Enneapogon desvauxii,Native,Grass
ENFA,Encelia farinosa,Native,Shrub
ERAB2,Eriogonum abertianum,Native,Forb
ERASPP,"Eragrostis spp., ERCU or ERLE",Unknown,Grass
ERCI,Eragrostis cilianensis,Introduced,Grass
ERCI,Eragrostis ciliaris,Introduced,Grass
ERCI6,Erodium cicutarium,Introduced,Forb
ERCU2,Eragrostis curvula,Introduced,Grass
ERER2,Eriastrum eremicum,Native,Forb
ERFA2,Eriogonum fasciculatum,Native,Forb
ERIAS,Eriastrum,Native,Forb
ERIN4,Eriogonum inflatum,Native,Forb
Eriogonum,Eriogonum spp.,Native,Forb
ERISP,Eriogonum spp.,Native,Forb
ERLA12,Ericameria laricifolia,Native,Shrub
ERLE,Eragrostis lehmanniana,Introduced,Grass
ERPA11,Eriogonum palmerianum,Native,Forb
ERPO4,Eriogonum polycladon,Native,Forb
ERRA3,Eriogonum racemosum,Native,Forb
ERSU,Eragrostis superba,Introduced,Grass
ERTR8,Eriogonum trichopes,Native,Forb
ERVE5,Eruca vesicaria,Introduced,Forb
ESCA2,Eschscholzia californica,Native,Forb
ESCAM,Eschscholzia californica,Native,Forb
EUAB,Chamaesyce abramsiana,Native,Forb
EUME3,Chamaesyce melanadenia,Native,Forb
EUPO3,Chamaesyce polycarpa,Native,Forb
EUPSPP,Euphorbia spp.,Native/Unknown,Forb
EVAR,Evolvulus arizonicus,Native,Forb
GILSPP,Gilia spp.,Native,Forb
GIST,Gilia stellata,Native,Forb
GLGO,Glandularia gooddingii,Native,Forb
GNPA,Gnaphalium palustre,Native,Forb
GUSA2,Gutierrezia sarothrae,Native,Forb
GUSA2,Gutierrezia sarothrae,Native,Shrub
HAGL,Halogeton glomeratus,Introduced,Forb
HAPAA,Harpagonella palmeri,Native,Forb
HEBO,Hedysarum boreale,Native,Forb
HECI,Helianthus ciliaris,Native,Forb
HECO26,Hesperostipa comata,Native,Grass
HEHIC,Herniaria hirsuta,Introduced,Forb
HEMU3,Heliomeris multiflora,Native,Forb
HESP,Heliomeris spp.,Native,Forb
HIIN3,Hirschfeldia incana,Introduced,Forb
HOGL2,Hoffmannseggia glauca,Native,Forb
HOMU,Hordeum murinum,Introduced,Grass
HOPU,Hordeum pusillum,Native,Grass
IPLO2,Ipomopsis longiflora,Native,Forb
KAGR,Kallstroemia grandiflora,Native,Forb
KAHI,Kallstroemia hirsutissima,Native,Forb
KRLA2,Krascheninnikovia lanata,Native,Shrub
LACA7,Lasthenia californica,Native,Forb
LAGL5,Layia glandulosa,Native,Forb
LAGR10,Lasthenia gracilis,Native,Forb
LATR2,Larrea tridentata,Native,Shrub
LEAU16,Leptosiphon aureus,Native,Forb
LECI4,Leymus cinereus,Native,Grass
LEFR2,Lepidium fremontii,Native,Forb
LELA,Lepidium lasiocarpum,Native,Forb
LEPA6,Leptochloa panicea,Native,Grass
LEPSPP,Lepidium spp.,Native/Unknown,Forb
LETH2,Lepidium thurberi,Native,Forb
LIBI2,Linanthus bigelovii,Native,Forb
LILE3,Linum lewisii,Native,Forb
LOAR12,Logfia arizonica,Native,Forb
LOESE2,Loeseliastrum franciscanum,Native,Forb
LOHU2,Lotus humistratus,Native,Forb
LOSA,Lotus salsuginosus,Native,Forb
LOSQ,Loeflingia squarrosa,Native,Forb
LOSTT,Lotus strigosus,Native,Forb
LUCO,Lupinus concinnus,Native,Forb
LUPSPP,Lupinus spp.,Unknown,Forb
LUSP2,Lupinus sparsiflorus,Native,Forb
LUSPP,Lupinus spp.,Native/Unknown,Forb
MACSPP,Machaeranthera spp.,Native,Forb
MADI6,Matricaria discoidea,Introduced,Forb
MAGL3,Malacothrix glabrata,Native,Forb
MAGR10,Machaeranthera gracilis,Native,Forb
MAPA5,Malva parviflora,Introduced,Forb
MATA2,Machaeranthera tanacetifolia,Native,Forb
MEAL6,Mentzelia albicaulis,Native,Forb
MEIN2,Melilotus indicus,Introduced,Forb
MEMO4,Mentzelia montana,Native,Forb
MENSPP,Mentzelia spp.,Native,Forb
MEOF,Melilotus officinalis,Introduced,Forb
MIGR,Microsteris gracilis,Native,Forb
MILA6,Mirabilis laevis,Native,Forb
MOCE,Mollugo cerviana,Introduced,Forb
MOCE,Mollugo cerviana,Introduced,Grass
MONU,Monolepis nuttalliana,Native,Forb
MOVE,Mollugo verticillata,Native,Forb
MUPO2,Muhlenbergia porteri,Native,Grass
NAHI,Nama hispidum,Native,Forb
OESP,Oenothera spp.,Native/Unknown,Forb
ONPI,Oncosiphon piluliferum,Introduced,Forb
PACA6,Panicum capillare,Native,Grass
PAHI5,Panicum hirticaule,Native,Grass
PAMI5,Parkinsonia microphylla,Native,Shrub
PANSPP,Panicum spp.,Native,Grass
PASM,Pascopyrum smithii,Native,Grass
PECSPP,Pectocarya spp.,Native,Forb
PECTO,Pectocarya,Native,Forb
PEHE,Pectocarya heterocarpa,Native,Forb
PEPA2,Pectis papposa,Native,Forb
PEPA8,Penstemon palmeri,Native,Forb
PEPL,Pectocarya platycarpa,Native,Forb
PERE,Pectocarya recurvata,Native,Forb
PHDI,Phacelia distans,Native,Forb
PHLO2,Phlox longifolia,Native,Forb
PHSPP,Phacelia spp.,Native,Forb
PHYSA,Physalis,Unknown,Forb
PLANT,Plantago,Unknown,Forb
PLAR,Plagiobothrys arizonicus,Native,Forb
PLASPP,Plantago spp.,Unknown,Forb
PLJA,Pleuraphis jamesii,Native,Grass
PLMU3,Pleuraphis mutica,Native,Grass
PLOV,Plantago ovata,Native,Forb
PLPA2,Plantago patagonica,Native,Forb
PLPR3,Plagiobothrys pringlei,Native,Forb
POBI,Poa bigelovii,Native,Grass
POOL,Portulaca oleracea,Unknown,Forb
POPI3,Portulaca pilosa,Native,Forb
PORSPP,Portulaca spp.,Native,Forb
POSE,Poa secunda,Native,Grass
POUM,Portulaca umbraticola,Native,Forb
PRGL2,Prosopis glandulosa,Native,Forb
PROACASPP,Mesquite/Acacia species,Native/Unknown,Shrub
PROBO,Proboscidea spp.,Native,Forb
PRVE,Prosopis velutina,Native,Shrub
PSCA11,Pseudognaphalium canescens,Native,Forb
PSSP6,Pseudoroegneria spicata,Native,Grass
SAAB,Sanvitalia abertii,Native,Forb
SACO6,Salvia columbariae,Native,Forb
SARE3,Salvia reflexa,Native,Forb
SATR12,Salsola tragus,Introduced,Forb
SATR12,Salsola iberica,Introduced,Forb
SCBA,Schismus barbatus,Introduced,Grass
SCMU6,Schkuhria multiflora,Native,Forb
SCPI3,Schkuhria pinnata,Unknown,Forb
SEBA3,Senna bauhinioides,Native,Forb
SECO10,Senna covesii,Native,Forb
SIAB,Sida abutifolia,Introduced,Forb
SIAL,Sisymbrium altissimum,Introduced,Forb
SIAL2,Sisymbrium altissimum,Introduced,Forb
SIAN2,Silene antirrhina,Native,Forb
SIDSPP,Sida spp.,Native/Unknown,Forb
SIIR,Sisymbrium irio,Introduced,Forb
SINE,Sida neomexicana,Native,Forb
SOEL,Solanum elaeagnifolium,Native,Forb
SOOL,Sonchus oleraceus,Introduced,Forb
SORO,Solanum rostratum,Native,Forb
SOSP,Solanum spp.,Native/Unknown,Forb
SPAI,Sporobolus airoides,Native,Grass
SPAM2,Sphaeralcea ambigua,Native,Forb
SPAMA,Sphaeralcea ambigua,Native,Forb
SPCO,Sphaeralcea coccinea,Native,Forb
SPCR,Sporobolus cryptandrus,Native,Grass
SPEC2,Spermolepis echinata,Native,Forb
SPGR2,Sphaeralcea grossulariifolia,Native,Forb
SPSP,Sphaeralcea spp.,Native/Unknown,Forb
STGN,Stylocline gnaphalioides,Native,Forb
STISPP,Stipa spp.,Native/Unknown,Grass
TAPO5,Talinum polygaloides,Native,Forb
TILA2,Tidestromia lanuginosa,Native,Forb
TOIN,Townsendia incana,Native,Forb
TRMU,Tridens muticus,Native,Grass
TRPI,Tradescantia pinetorum,Native,Forb
TRTE,Tribulus terrestris,Introduced,Forb
UNDPF,Unknown dead pod forb,Unknown,Forb
UNDSF,Unknown dead spikey forb,Unknown,Forb
UNFO_P_1,Unknown forb; small reddish purple rosette with ovate leaves (Spring 2021),Unknown,Forb
UNFO_P_2,"Unknown forb; Pinated leaves, upright rosette, lighter green, Ambrosia?  (Spring 2021)",Unknown,Forb
UNFO_P_3,"Unknown forb; Fabeacea (pea), long and spindly (Spring 2021)",Unknown,Forb
UNFO_P_4,"Unkown forb; Unknown Fabeacea (Pea), short and fuzzy, chunky, Acmispon Brachycarpus? (Spring 2021)",Unknown,Forb
UNFO_P_5,"Unknown forb; Prominent mid-vein, leaf doesn't completely surround/there's good amount of petiole, ovate leaves that're slightly speckled, oenothera? (Spring 2021)",Unknown,Forb
UNFO_P_6,"Unknown forb; Super tiny, red thin stem like SAIB but the top leaves are compounded with 3 leaflets, Amaranthaceae? (Spring 2021)",Unknown,Forb
UNFO_P_7,"Unknown forb; Rosette leaves slightly fuzzy and silvery light green. simple leaves, smells like bandaids (Spring 2021)",Unknown,Forb
UNFO_S_1,"Unknown forb; Purple vine, sagitate leaves (Spring 2021)",Unknown,Forb
UNFO_S_3,"Unknown forb; Fuzzy green penately arranged leaflets, partially pinated lobes ""thick poppy"" possibly an ambrosia (Spring 2021)",Unknown,Forb
UNFO_S_4,"Unknown forb; Super tiny, very spikey, pinately lobed, possible cryptantha or plagiobothrys (Spring 2021)",Unknown,Forb
UNFO_S_5,"Unknown forb; Silky hairy fuzzy, straight leaves, no prominent veination, pseudognaphalium? (Spring 2021)",Unknown,Forb
UNFO_S_7,"Unknown forb; ""artichoke head"", stem leaves alternate, basal rosette, possibly cryptantha? (Spring 2021)",Unknown,Forb
UNFO1,Unknown forb (Patagonia and SRER are same); upright mustard with tiny blueish flower,Unknown,Forb
UNFO1,"Unknown forb (SRER) - Tiny yellow flowers, forked leaves",Unknown,Forb
UNFO1A,"Unknown forb (Patagonia, Nov 2019) = Darker Green, 5 petals radiating out",Unknown,Forb
UNFO2,"Unknown forb (Patagonia); low to ground, succulenty, tiny white flowers, similar to purslane",Unknown,Forb
UNFO3,Unknown forb (Patagonia); upright mustard with small pods and tiny yellow flowers,Unknown,Forb
UNFO3,"Unknown forb (SRER); tiny reddish basal leaves, star-like petals",Unknown,Forb
UNFO4,"Unknown forb (SRER); very hairy radiating out/up, fuzzy rosettes",Unknown,Forb
UNFO5,"Unknown forb (Patagonia); Similar to dandelion, yellow closed flowers",Unknown,Forb
UNFO5,Unknown forb (SRER); Little carrot with tiny white flowers and thin leaves,Unknown,Forb
UNFO6,"Unknown forb; green, young, radiating basal leaves; slightly fuzzy; Patagonia",Unknown,Forb
UNFO6,"Unknown forb (SRER); Very small, long slender leaves, fuzzy, leaf toothed around margins. Possibly Heterotheca grandiflora",Unknown,Forb
UNFS,Unknown forb seedling,Unknown,Forb
UNGR_P_1,Unknown grass; Possibly small ARIsp. (Spring 2021),Unknown,Grass
UNGR_S_1,Unknown grass; Grass seedling short erose ligule slight chance ARPU because of 45 degree leaf or possibly a Vulpia sp. like VUOC (Spring 2021),Unknown,Grass
UNGR_S_2,Unknown grass; Possibly a BOCU or another Bouteloua (Spring 2021),Native,Grass
UNGR1,Unknown grass (SantaRita); Possibly BOER or Aristida spp (so likely unseeded),Native,Grass
UNGRS1,"Unknown grass (Patagonia);Unk. grass seedling, bunchy, possible lovegrass?",Unknown,Grass
UNGRS1,"Unknown grass (SRER); Small tuft grass, bouteloua like growth, heads as nodes",Unknown,Grass
UNGRS2,"Unknown grass (Patagonia); Unk grass seedling, leaf divided early like BOGR, possible lovegrass?",Unknown,Grass
UNGRS3,"Unknown grass (Patagonia); Lighter green, thin leaves, possible threeawn?",Unknown,Grass
UNK brown,Unknown brown,Unknown,Forb
Unk bunchGrass #1,Could be BOCU,Unknown,Grass
Unk dark,Unknown with dark hairy leaf and dark margin; resembles BAMU,Unknown,Forb
unk forb,Unknown forb,Unknown,Forb
Unk forb,Unknown forb,Unknown,Forb
unk grass,Unknown grass,Unknown,Grass
Unk grass,Unknown likely associated with warm seed mix,Unknown,Grass
unk grass 1,Unknown grass 1,Unknown,Grass
Unk grass 1,Unknown grass 1,Unknown,Grass
unk grass 2,Unknown grass 2,Unknown,Grass
Unk heart,Unknown forb with heart-shaped cotyledon; possibly MAPA5 (although that species not seen growing there),Unknown,Forb
UNK heart,Unknown forb with heart-shaped cotyledon; possibly MAPA5 (although that species not seen growing there),Unknown,Forb
Unk sp.,Unknown species,Unknown,Unknown
Unkastr2,Unknown aster,Unknown,Forb
UnkATCA,Unknown shrub; Possible Atriplex canescens,Native/Unknown,Shrub
Unkcrypt,"Unknown forb; Tiniest of forbs that while can distinguish from other species, cannot ID bc no distinguishing characteristics. Looks like it could turn into a cryptantha? But maybe not.",Unknown,Forb
Unkcrypt,Cryptantha spp.,Native,Forb
Unkfabaceae,Unknown fabaceae,Unknown,Forb
Unkforb,"Unknown forb; Like the generic ""Unkgrass"" unkforb is an unknown forb that has no distinguishing characteristics other than being a forb, thus a few are lumped into this category.",Unknown,Forb
Unkforb,Unknown forb,Unknown,Forb
Unkforb1,Unknown forb,Unknown,Forb
Unkforb3,"Unknown forb;  Looks like annual poppy from genus Eschscholzia, but so super tiny can't quite tell. Only one observed in all plots.",Unknown,Forb
Unkforb3,Unknown forb,Unknown,Forb
Unkforbgreen,Unknown forb;  A non descript forb (photo available) that is only found one time for one plant (MESQ-201),Unknown,Forb
Unkforbgreen,Unknown forb,Unknown,Forb
Unkforbwavy,"Unknown forb; A distinctly different plant with pale, hairy, wavy leaves. Different than other species, photo to be submitted to botanist.",Unknown,Forb
Unkforbwavy,Unknown forb,Unknown,Forb
Unkfuzzyaster,Unknown aster,Unknown,Forb
Unkgrass,Unknown grass; A small unknown grass that has no disstinguishing characteristics and cannot be parsed out from other Unkgrass species.,Unknown,Grass
Unkgrass,Unknown grass,Unknown,Grass
Unkgrass1,Unknown grass,Unknown,Grass
Unkgrass2,Unknown grass,Unknown,Grass
Unkgrass4,Unknown grass,Unknown,Grass
Unkhairygrass,Unknown grass,Unknown,Grass
Unkperennial grass,Unknown grass,Unknown,Grass
Unksalsola,Unknown forb; A very small (tiny really) forb germinant that has linear leaves like a small Salsola would. Unlikely to be salsola but best way to distinguish it from other unks.,Unknown,Forb
Unksalsola,Unknown forb,Unknown,Forb
Unksporo,Unknown grass; Sporobolus and Eragrostis,Unknown,Grass
Unksporob,Unknown grass; Unknown (Seeed plants) that look like they are in the Sporobolus genus (with distinct first cotyledons). So small cannot be sure but only way to distinguish between other grasses at this tiny stage.,Unknown,Grass
Unksporob,Sporobolus spp.,Unknown,Grass
UNSFF,"Unknown shrubby fuzzy forb, munched down",Unknown,Forb
UNSH,Unknown shrub,Unknown,Shrub
URLI5,Microseris lindleyi,Native,Forb
VEEN,Verbesina encelioides,Native,Forb
VEPEX2,Veronica peregrina ssp. xalapensis,Native,Forb
VUOC,Vulpia octoflora,Native,Grass
YUEL,Yucca elata,Native,Shrub
ZIGR,Zinnia grandiflora,Native,Forb
